created_at,text,anotasi,is_kecelakaan
Mon Jul 07 18:13:17 +0000 2025,"Min saya mau cerita pengalaman saya hari ini sekaligus untuk pembelajaran bersama agar orang-orang lebih waspada dengan penipuan online berkedok ekspedisi pengiriman. 

Hari ini saya dapat WhatsApp seseorang dan mengatas namakan salah satu ekspedisi krna kebetulan beberapa hari ini saya memang belanja online di toko oren. Di situ tertera nama penerima, nama toko, dan resi yang SESUAI dengan PEMBELIAN saya. jadi saya balas pesannya, kemudian di telpon dan dikatakan kalau pihak mereka salah dan intinya paket saya dikirim ke papua. Jadi akan dilakukan pengembalian dana dan penjelasan bertele-tele lainnya. Krna saya sudah hafal nada orang nipu. Dan cukup sering melakukan  pembelanjaan via oren, jd sya sdh pngalaman untuk prosedurnya gmn. Jadi saya langsung bilang uangnya gausah dikembalikan lalu saya blokir, krna sudah merasa ini modus penipuan. Kemudian saya konfirmasi lagi ke pihak EKSPEDISI dan pihak Toko Online yang saya beli. Dan mengkonfirmasi bahwa paket saya aman.

Jadi di sini saya menghimbau saja untuk yang memang suka beli online untuk berhati-hati karena sekarang penipu sudah sampai tahu nama penerima, nama toko, dan no resi kita juga. Makasih Min 🙏

(heyyyy__mils)",Etc,0
Mon Jul 07 17:51:56 +0000 2025,"Pukul 23:32 terjadi kecelakaan (tabrakan ) di dekat SPBU Bugisan, motor membawa kaca dan menabrak mobil sedang parkir

(Gabril.s_) https://t.co/MhzdaWjiQT",Kecelakaan,1
Mon Jul 07 17:14:39 +0000 2025,"lagi wae lur, mongso udan biawak e mubal, maturnuwun kagem damkar jogja lemah teles 🙏🙏

Lokasi: karangwaru, tegalrejo https://t.co/NduM9xntWm",Etc,0
Mon Jul 07 17:05:24 +0000 2025,"Hallo min menginformasikan kalau lewat ringroad selatan dari perempatan wojo arah ketimur harap hati2. Jalan berlubang, minim penerangan. Tadi sempat terjadi laka tunggal. Korban gojek. Alhamdulillah sudah terkondisikan

Monggo @pemkabbantul dibenakke dalane | @xiexieytta https://t.co/fG1nsDVcXk",Kecelakaan,1
Mon Jul 07 17:01:18 +0000 2025,"Ijin lapor min 23.15 telah terjadi laka tunggal dijalan jl.jend suprapto depan hotel edu hostel , korban ibu2 akibat polisi tidur terlalu tinggi dan jalanan licin . Korban sudah dikondisikan oleh ambulance rs pku muhammadiyah, terimakasih min🙏

(Doniswn) https://t.co/bJpJf2E8JY",Kecelakaan,1
Mon Jul 07 15:49:57 +0000 2025,"min mau lapor ibu saya baru aja kena pelecehan seksual. jadi hari senin, 7 juli 2025 sekitar jam 21.00 an niatnya mau mengembalikan motor temen ibu saya di area kalasan. nah ibu saya pergi duluan saya nyusul pake motor lain karna biar pulangnya saya boncengin ibu saya. pas sampe jalan sekitar MBS Ar Fachrudin Prambanan bokoharjo mau ke arah jl. opak raya yg pada dasarnya emg gelap dari belakang ibu saya ada mas"" naik motor matic, helm putih, celana jeans, jaket hitam, perawakan agak berisi, sepertinya masih muda. dikira itu saya makanya ibu saya pelan-pelan pas udh deket malah mepet trs megang bagian depan, ibu saya kaget jatuh ke pinggir sawah ketimpa motor, pelaku lgsg pergi ngebut. ibu saya bangun sndrian ga ada yg nolong karna jalan sepi dan gelap akhirnya ibu saya puter balik trs ketemu saya yg lagi nyusulin. niatnya mau saya kejar tapi udh pergi dan posisi ibu saya sendirian jadi akhirnya kami pulang lapor ke rt. sayangnya ibu saya ga liat plat motornya karna posisi keburu jatuh dan gelap. buat tmn"" terutama cewek klo lewat jalan sepi malam"" lebih hati"" krn kejahatan skrg ga mandang gender, penampilan, bahkan umur. ga habis pikir aja ada org jahat otak kotor kolot ngelakuin hal menjijikkan ke orang tua. pdhl ibu saya berhijab, berpenampilan biasa sopan. berdoa bgt semoga pelaku dpt ganjarannya",Kecelakaan,1
Mon Jul 07 15:22:00 +0000 2025,"Saatnya mengeluarkan kata kata

Tulung nek koncomu mbuh Lanang opo wedok ketok lesu tur ora semangat dijak ngobrol ora di nengke wae

Meskipun Kowe ora isoh ngenehi solusi sak ora orane isoh dadi tempat berkeluh kesah koncomu kuwi.
Ben ora kedadeyan hal hal sek ora di pengeni.",Etc,0
Mon Jul 07 15:15:48 +0000 2025,"[Breaking News] 22:0 terjadi laka lantas di jln srandakan tepate dijalan srandakan barat pom pandak Bantul korban mbak2 akibat aspal jalannya bergelombang mohon untuk dinas terkait untuk bisa mengkondisikan supaya tidak ada korban lagi

(Fehbriifehbrii) https://t.co/8sth9jkwyz",Kecelakaan,1
Mon Jul 07 15:10:35 +0000 2025,"Baru Tahu..!! Kalau Proyek Jalan Tol-nya Sudah Mendekati Fly Over Jombor..🙌

Kemarin Gerbang Tol Prambanan, Resmi Dibuka..
Gak Lama Lagi Bakalan Terkoneksi Dah..

(Hajar Prasetyo) https://t.co/vQ5H1IYuAx",Etc,0
Mon Jul 07 15:07:04 +0000 2025,"Kebakaran rumah kosong di Wareng 2, Wareng, Wonosari, Gunungkidul, dalam pemadaman oleh petugas pemadam kebakaran. Menurut informasi warga, rumah tersebut kosong, pemilik rumah tinggal dirumah satunya. 

Belum diketahui pasti kronologinya. Informasi berikutnya menyusul.

(sekilas_gunungkidul )",Etc,0
Mon Jul 07 15:06:34 +0000 2025,"RT @ayusalll: mohon infonya ya guys area jogja 😭🙏 
tolong bantu share ya min @merapi_uncover suwun https://t.co/3jBtO4F4n1",Etc,0
Mon Jul 07 14:49:27 +0000 2025,"Izin lapor min, 
saya dapat kabar adik saya lagi jalan santai di daerah Jl. Pembela Tanah Air tiba-tiba di serempet dari kiri sama mbak” pake scoopy nopol AB 2683 JL. Setelah itu adik saya menepi dan si ibu pengendara motor malah minta ganti rugi uang pijet dan kendaraan dibenerin sendiri-sendiri, adik saya kebetulan masih shock karena baru pertama diserempet, jadi dianya ngga nolak, bagi yang bersangkutan mohon itikad baiknya untuk bertanggung jawab, minimal minta maaf.

Terimakasih

(Branches_n_wine)",Etc,0
Mon Jul 07 10:34:34 +0000 2025,"Min ini di ambarketawang pas saya mau pergi ke Jogja,jadi mobil merah menabrak motor trus melarikan diri kemudian nabraki mobil, trus mau diamuk masa

#jogja #yogyakarta #merapi #merapiuncover #merapinews https://t.co/34Mlkezydg",Etc,0
Mon Jul 07 10:19:16 +0000 2025,"Jembatan akar yang berada di Kurahan 4, Margodadi, Seyegan, Sleman menjadi destinasi yang sempat viral di Jogja.

Bentuknya yang unik dan terbuat secara alami menjadi daya tarik tersendiri bagi banyak orang untuk berkunjung kesini.

Jembatan akar yang usianya diperkirakan sudah lebih dari 50 tahun ini masih kokoh banget dan udaranya masih sejuk dan asri🌿✨

Vibesnya kayak di negri dongeng🤩
Ada yang sudah pernah kesini?

📍Jembatan Akar, Margodadi, Seyegan, Sleman, Yogyakarta

#jembatanakar #seyegan #sleman #yogyakarta #explorejogja #jogjaiatimewa

(Muslihmr)",Etc,0
Mon Jul 07 10:07:56 +0000 2025,"Takbirdha Tsalasiwi Wartyana (TTW) alias Birdha sempat heboh karena mengaku “orang pelayaran” saat ribut dengan driver Shopee Food hingga berujung penganiayaan. Tapi fakta berkata lain...

Kasat Reskrim Polresta Sleman AKP Wahyu Agha Ari Septyan bilang bahwa Birdha ternyata bukan lulusan sekolah pelayaran, melainkan sarjana akuntansi yang kerja sebagai staf admin pelabuhan.

Terkait motivasi Birdha menyebut dirinya dari pelayaran menurut Agha untuk menunjukkan bahwa tersangka itu tertib dan disiplin.

Kasusnya kini makin dalam, Birdha sudah ditetapkan sebagai tersangka dan resmi ditahan.

Pie komentarmu, Dab?

(detikjogja_)",Etc,0
Mon Jul 07 10:04:11 +0000 2025,"[Breaking News]16:54terjadi kecelakaan didepan panti asuhan yatim putra muhammadiyah yogyakarta lowanu min

kronologinya belum tau min, tetap hati hati saja saat berkendara

(Raflyfdillah) https://t.co/0S3F39juiX",Kecelakaan,1
Mon Jul 07 09:54:33 +0000 2025,"[Breaking News] 16:30 ada cek cok di depan agen efisiensi ambarketawang Gamping Sleman, sontak kejadian tersebut mengundang perhatian banyak orang di TKP. Dan banyak yang berusaha melerai

Sek sabar. Lur https://t.co/baFdvBIlvQ",Etc,0
Mon Jul 07 08:22:41 +0000 2025,"Saatnya mengeluarkan kata kata

Tulung nek koncomu mbuh Lanang opo wedok ketok lesu tur ora semangat dijak ngobrol ora di nengke wae

Meskipun Kowe ora isoh ngenehi solusi sak ora orane isoh dadi tempat berkeluh kesah koncomu kuwi.
Ben ora kedadeyan hal hal sek ora di pengeni",Etc,0
Mon Jul 07 08:06:48 +0000 2025,"pukul mundur nih min, padahal jalan baru macet""nya, mobil putih ga sabaran. lokasi lampu merah bioskop permata
mohon username di samarkan min🙏🏻 https://t.co/IbfKX9jjwu",Macet,0
Mon Jul 07 06:54:42 +0000 2025,"Halo kak, mau lapor kejadian yang... yahh bisa dibilang nggak masuk di akal dan nggak masuk di mata juga 😭

Barusan aku lewat jembatan Kalimanunggal (arah lampu merah Jl Batikan,pandeyan.. Jogja), terus iseng nengok ke bawah jembatan...eh ndilalah kok pas banget ada entah bapak-bapak atau mas2 (kayaknya ODGJ) dalam kondisi telanjang, terus mainin “itunya” 😭

Walaupun dia nyoba sembunyi, tapi tetep nyempil strategis, jadi keliatan banget dari atas. Dan pas aku nengok tuh ngehhh... auto menodai mata kanan dan kiri sekaligus 😩

Serius sih, ini nggak cuma ganggu penglihatan, tapi juga ganggu ketenangan jiwa raga. Apalagi itu jalan umum, banyak orang lewat, bahkan bisa aja anak kecil liat.

Kejadiannya sekitar jam 11.30 tadi.

Kayaknya emang orang gila, min. Tapi tetep aja meresahkan pol. Mungkin bisa dibantu angkat infonya biar ada tindak lanjut dari yang berwenang.

Biar kita semua bisa berkendara tanpa risiko trauma visual, hehe.

Matur nuwun sebelumnya kak 🙏",Etc,0
Mon Jul 07 06:29:35 +0000 2025,"Bantu up min
Kejadian ibu saya seminggu yg lalu minggu tgl 29 .06.2025 ada tindak kejahatan min kayaknyaa gendam / dihinoptis pelaku 2 orang agak gemuk  naik mobil avanza kayaknya platnya T kurang jelas di jln solo deketnya timur bandara adisucipto jam kejadian 11.20 sebeelum duhur kalau ada yg bisa perjrleas platnya kasih tau admin

 ibu saya mau blonjo di pasar prambanan nunggu bis trans jogja malah ke kejadian gitu min, uang ibu tiba tiba hilang

Ini hasil video sabtu kemarin min saya baru selo mintanyaa",Etc,0
Mon Jul 07 06:13:26 +0000 2025,"Imbas cekcok Takbirdha alias Birdha (25) dengan driver Shopee Food, lima orang kini resmi jadi tersangka.

Mereka terlibat dalam berbagai peran, mulai dari penganiayaan hingga perusakan fasilitas polisi. Kasus ini terus dikembangkan, bisa jadi jumlah tersangka bertambah.

Berikut peran para tersangka yang kini telah ditahan di Polresta Sleman.

(detikjogja_)",Etc,0
Mon Jul 07 05:17:16 +0000 2025,"Kronologi salah satu SMP di Ngluwar habis acara reuni ngedrop salah satu SMP di salam dgn rombongan lebih dari 20 motor dan di TKP atau di area dusun kangkungan banyak warga dan anak pada nongkrong dan terjadi perlawanan untuk menghentikan rombongan dari SMP  ngeluwar tsb ,pelaku sempat tertangkap 1 orang tapi diambil paksa oleh temannya warga sempat mencegah tapi rombongan nya melawan dgn baru dan helm, info lanjut saksi"" dari dsn kangkungan supaya lebih jelas🙏🏻 terimakasih

Kejadian Minggu tgl 6 Juli 2025 16:30-17:30

Min tolong jangan tag atau atas nama kan nama sosmed saya ini yha saya cuma mau bantu sebar berita terbaru untuk menghimbau semua orang dan untuk saling berhati-hati 🙏🏻

Ini saya dapet vidio dari warga sekitar sana min terimakasih 🙏🏻",Etc,0
Mon Jul 07 03:43:21 +0000 2025,10:41 Jalan bantul cepit macet min ada pemotongan pohon https://t.co/Fvw27rOPZ5,Macet,0
Mon Jul 07 03:00:16 +0000 2025,"[Breaking News]09:51 imbas mas mas pelayaran yang viral kemarin banyak order fiktif yang masuk, kurir dan seller yang dirugikan.

Order fiktif , pesen di alamat birdga , nomer tidak bisa dihubungi , paketnya cod

Mohon maaf. Nama disamarin ya min https://t.co/PlPDUQzR9N",Etc,0
Mon Jul 07 02:47:04 +0000 2025,"Hallo min, mungkin bisa dibantu untukkk teman2 yang kenal ibu ini, tiap hari selalu ke kopi kenangan malioboro mulai dari jam 8 malam smpai pagi, dengan posisi selalu tertidur dannn selalu berpakaian sama setiap harinya, Baristanya juga selalu bilanggg, ibunya emng sering kesni smpai pagi disetiap harinya dan khawatir juga, sudah ada bbrpa orng yang tanya terkait ibunya juga takutnya knpa2. Dan itu ada bbrpa informasi dri baristanya ya min.
mungkin ada keluarga, atau teman2 yang kenal dengan ibu ini, soalnya kami khawatir karena ibunya selalu datang dengan kondisi pucat, serta tertidur hingga pagii. Biasanya setelah pagi, bisa pindah kedepan sedikit lama entah kmna lagi, dan malamnya balik lagi ke kopi kenangan malioboro. 
Mungkin ada teman2 dan keluarganya yang tau boleh diinfokan. Soalnya kami takut terjadi hal yang tidak diinginkan atau ibunya knpa2 min. Thx uu",Etc,0
Mon Jul 07 02:31:17 +0000 2025,"UPDATE INFORMASI TERKINI PROSES HUKUM DIDUGA PENGANIAYA REKAN DRIVER OJEK ONLINE 
.
Setelah melalui proses penyelidikan dan penyidikan, Satreskrim Polresta Sleman telah menetapkan dan menahan tiga tersangka diduga pelaku penganiaya rekan driver ojek online yaitu TTW (25), RHW (32), dan RTW (58).
.
Selain itu, Satreskrim Polresta Sleman juga telah mengamankan pelaku kasus dugaan tindak pidana secara bersama-sama melakukan kekerasan sebagaimana dimaksud dalam Pasal 170 KUHP, yang terjadi pada Sabtu, 5 Juli 2025 sekitar pukul 05.00 WIB di simpang tiga Bantulan, Sidoarum, Godean, Sleman.
.
Kapolresta Sleman Kombes Pol. Edy Setyanto Erning Wibowo, S.I.K., M.H., mengatakan bahwa Polri telah melayani dengan baik aksi solidaritas dadakan para driver ojek online yang menanyakan terkait penanganan diduga pelaku penganiayaan dan meminta untuk proses hukum.
.
""Satreskrim Polresta Sleman pasti memproses secara profesional pelaporan tersebut"" imbuhnya.
.
Namun ada beberapa oknum ojek online yang justru malah melakukan penganiayaan terhadap warga kampung Bantulan dan bahkan melakukan pelemparan serta pengerusakan mobil dinas kepolisian pada saat aksi tersebut.
.
Peristiwa berawal saat Personel Polres beserta Polsek Godean melakukan pengamanan untuk mengantisipasi keributan antara warga setempat dan driver ojek online.
.
Saat personel melaksanakan penyekatan, beberapa oknum ojek online justru melakukan tindakan anarkis dengan membakar ban, melempar batu ke arah petugas, serta merusak mobil dinas Polsek Godean jenis Isuzu Panther dengan Nomor Polisi 3002-32-XXIV.
.
Akibatnya kendaraan dinas mengalami kerusakan berat di seluruh bagian, bahkan ada warga masyarakat yg dipukul oleh oknum massa dari ojek online.
.
Melalui proses penyelidikan, Satreskrim Polresta Sleman untuk sementara berhasil mengamankan dua orang terduga pelaku, masing-masing berinisial:
.
• BAP (18), pelajar, warga Caturharjo, Sleman.
.
 • MTA (18), pelajar, warga Banguntapan, Bantul.
.
Barang bukti yang turut diamankan antara lain:
.
• 3 (tiga) unit sepeda motor.
• Sejumlah batu.
• 2 (dua) buah helm.
• Jaket dan celana.
.
Saat ini Satreskrim Polresta Sleman masih melakukan penyelidikan lanjutan| @PoldaJogja",Etc,0
Mon Jul 07 02:23:40 +0000 2025,"[Foto] Antrian penggerobak untuk membuang sampah di depo lapangan karang. Hal ini dikarenakan kurangnya jumlah armada pengangkut sampah dan tidak pastinya jadwal armada datang. Padahal, urusan penggerobak tidak hanya menunggu armada datang, tapi tentu ada urusan-urusan lain yang penting.",Etc,0
