"Unnamed: 0","annotation_id","annotator","created_at","id","is_kecelakaan","label","lead_time","text","updated_at"
120,120,"1","2025-07-10T13:30:52.370960Z",473,1.0,"[{""start"":65,""end"":96,""text"":""jln wates KM 13 argosari sedayu"",""labels"":[""LOC""]}]",18.8,"Menginformasikan pukul 07.45 Wib laka tunggal R4 masuk jurang di jln wates KM 13 argosari sedayu,kronologi sementara karena sopir mengantuk.

(Yoga_karsa) https://t.co/g20yrwN9oJ","2025-07-10T13:30:52.371006Z"
129,121,"1","2025-07-10T13:31:03.425250Z",474,1.0,"[{""start"":66,""end"":77,""text"":""rskia bunda"",""labels"":[""LOC""]}]",9.926,"[Breaking News] terjadi  kecelakaan andong ketabrak mobil didepan rskia bunda jam sekitar 00.35

(Valleeeeeennnnnnnn) https://t.co/G2OInV64pB","2025-07-10T13:31:03.425301Z"
130,122,"1","2025-07-10T13:31:19.233543Z",475,1.0,"[{""start"":22,""end"":41,""text"":""Jalan Parangtritis "",""labels"":[""LOC""]},{""start"":54,""end"":72,""text"":""Jembatan Utara TPR"",""labels"":[""LOC""]}]",15.122,"[Breaking News] 00:39 Jalan Parangtritis macet , dari Jembatan Utara TPR sampai pesisir pantai 

(Dn_bagus2) https://t.co/gsRbd3cLVw","2025-07-10T13:31:19.233592Z"
149,123,"1","2025-07-10T13:31:33.001379Z",476,1.0,"[{""start"":61,""end"":77,""text"":""stasiun delanggu"",""labels"":[""LOC""]}]",12.924,"[Breaking News] Kereta KRL Jogja solo mengalami kerusakan di stasiun delanggu pada pukul 17.00, saat ini semua penumpang diturunkan sambil nunggu kereta pengganti dari Solo

#jogja #yogyakarta #merapiuncover #merapi #merapinews 

📸: hasansanz https://t.co/mRR9itoAVc","2025-07-10T13:31:33.001427Z"
152,124,"1","2025-07-10T13:31:50.798530Z",477,1.0,"[{""start"":87,""end"":116,""text"":""jalan Parangtritis Yogyakarta"",""labels"":[""LOC""]},{""start"":83,""end"":87,""text"":""ISI "",""labels"":[""LOC""]}]",17.054,"[Breaking News] 16:45 terjadi laka antara mobil dengan mobil box sore ini di dekat ISI jalan Parangtritis Yogyakarta 

(Menilprttw) https://t.co/8xThZlWEll","2025-07-10T13:31:50.798585Z"
177,125,"1","2025-07-10T13:32:00.086154Z",478,1.0,"[{""start"":0,""end"":15,""text"":""Jembatan janti "",""labels"":[""LOC""]}]",8.508,"Jembatan janti arah blok o macet, ada laka truck terguling | @Aan_FNH https://t.co/QJa1iQx0U7","2025-07-10T13:32:00.086234Z"
178,126,"1","2025-07-10T13:32:05.118587Z",479,1.0,"[{""start"":30,""end"":43,""text"":""jln malioboro"",""labels"":[""LOC""]}]",4.312,"[Breaking News] 20:56 Situasi jln malioboro macet poll lur

(Frlswdy_) https://t.co/tIccggfUvM","2025-07-10T13:32:05.118634Z"
179,127,"1","2025-07-10T13:32:17.535532Z",480,1.0,"[{""start"":81,""end"":90,""text"":""Qhomemart"",""labels"":[""LOC""]}]",11.613,"[Breaking News] lagi wae truck terguling nganggut sembako (minyak goreng)

depan Qhomemart, maju ke selatan 20mtr, rupanya senggolan dgn mobil putih

(Suseno_yudi_r) https://t.co/qRyHwuOitI","2025-07-10T13:32:17.535581Z"
180,128,"1","2025-07-10T13:32:28.050362Z",481,1.0,"",9.671,"Min tolong di loloskan untuk pemebelajaran, kmrn malam 24/06/2025 

Kejadian yg cukup membahayakan dr seorang pengendara motor yang melawan arah. Hampir mengakibatkan tabrakan beruntun krn saya rem mendadak. Untung kendaraan di belakang saya jaga jarak, bs ngerem dan menghindar. 

Maksih min","2025-07-10T13:32:28.050409Z"
182,129,"1","2025-07-10T13:32:44.003998Z",482,1.0,"[{""start"":79,""end"":88,""text"":""Tapanrejo"",""labels"":[""LOC""]},{""start"":89,""end"":100,""text"":""Mustokorejo"",""labels"":[""LOC""]},{""start"":102,""end"":115,""text"":""jl raya tajem"",""labels"":[""LOC""]},{""start"":117,""end"":128,""text"":""maguwoharjo"",""labels"":[""LOC""]}]",15.224,"RT @nabilaamayy_: ‼️BARANG HILANG‼️

Dompet kulit coklat
Lokasi hilang sekitar Tapanrejo-Mustokorejo (jl raya tajem, maguwoharjo) 
Waktu pe…","2025-07-10T13:32:44.004047Z"
186,130,"1","2025-07-10T13:33:06.568717Z",483,1.0,"[{""start"":79,""end"":98,""text"":""Pandowoharjo,Sleman"",""labels"":[""LOC""]}]",21.737,"Izin cerita min. Tadi sebelum Maghrib, ada kecelakaan di depan kos saya daerah Pandowoharjo,Sleman. Kecelakaan antara mobil Agya kuning dan motor Kawasaki hijau. Mobil Agya sudah nyalain lampu sign kanan mau belok kos untuk pulang. TPI dari arah pakem ke beran kenceng laki"" 2orang boncengan naik Kawasaki TANPA HELM. Mobil depan smpai hancur+kaca pecah dan orang yg naik motor yg depan tergeletak masih setengah sadar+berlumur darah. Sudah dibawa ambulance,dan yg punya mobil Agya kuningpun bertanggung jawab. Mohon hati"" jika berkendara. Utamakan keselamatan diri sendiri dan orang lain. Dan pakailah helm. Mohon di anonim min nama akun saya. Trimakasih.","2025-07-10T13:33:06.568764Z"
190,131,"1","2025-07-10T13:33:45.751300Z",484,1.0,"[{""start"":98,""end"":111,""text"":""Jalan Degolan"",""labels"":[""LOC""]},{""start"":140,""end"":148,""text"":""Ngemplak"",""labels"":[""LOC""]},{""start"":201,""end"":209,""text"":""Ngemplak"",""labels"":[""LOC""]}]",17.626,"Assalamualaikum min , terkait pak ogah kemarin yang menyebabkan laka lantas tanggal 24/06/2025 di Jalan Degolan sudah ditangani oleh Polsek Ngemplak secara sigap tadi siang . Terimakasih kepada polsek Ngemplak yang sudah menangani kejadian tersebut secara sigap dan membuatkan Surat Pernyataan kepada yang bersangkutan.Semoga tidak ada kejadian serupa lagi dan selamat semuanya🙏","2025-07-10T13:33:45.751370Z"
192,132,"1","2025-07-10T13:33:58.296698Z",485,1.0,"[{""start"":120,""end"":144,""text"":""Koroulon Ngemplak Sleman"",""labels"":[""LOC""]}]",11.761,"Assalamualaikum wr.wb

Sebelumnya mau cerita sedikit min nama saya gausah di tampilkan aja
Kejadian tadi pagi di per4an Koroulon Ngemplak Sleman 
Jadi tadi kan tadi macet ada truk muatan pasir jalan pelan pelan pastinya rame kan ya. 
Ada mobil Pick Up putih saya Lupa gak tak foto tadi plat nya berhubung jalanya rame
Saya sudah ada di pinggir kiri mepet banget kiri kebetulan di samping belakang saya juga ada motor, mobil pick up putih tadi mau nglancanglah istilahnya kebetulan itu rame nyenggol belakang motor saya untung ngga jatuh min tapi kan kaget juga tiba"" di tabrak dari belakang ngga ada inisiatif minta maaf langsung pergi saya kejarlah, memang saking emosinya saya mengucapkan kata"" kayak misuh gitu ke supirnya dan saya lalu pergi supirnya juga biasa aja jelas"" nyenggol mungkin yang di belakang juga tau kejadian itu.
Wong ngga minta ganti rugi tapi setidaknya mengucapkan minta maaf apa salahnya.
Ya buat semuanya kalo ada kesalahan kecil apapun itu jika dilakukan dengan sengaja atau nggak sengaja ucapakanlah minta maaf
( Maaf min bahasa belepotan )

Maaf untuk foto kejadian dll ngga sempat di foto karena keburu kerja","2025-07-10T13:33:58.296744Z"
194,133,"1","2025-07-10T13:34:28.353329Z",486,1.0,"[{""start"":255,""end"":264,""text"":""Prambanan"",""labels"":[""LOC""]}]",29.254,"Mobil Terparkir Ditabrak Kendaraan yang Melaju, Kerusakan Tak Terhindarkan

Sebuah mobil yang tengah terparkir di pinggir jalan menjadi korban tabrakan oleh kendaraan lain yang melaju pada Rabu (25/6) siang. Insiden terjadi di kawasan Olive Fried Chicken Prambanan, mengakibatkan kerusakan pada bagian belakang mobil yang terparkir.

Menurut saksi mata, mobil penabrak melaju dengan kecepatan cukup tinggi sebelum menghantam kendaraan yang tengah terparkir. Mobil juga terlihat membawa barang yang sangat banyak. Tidak ada korban jiwa dalam peristiwa tersebut, namun kerugian material diperkirakan mencapai jutaan rupiah.

Masyarakat diimbau untuk lebih berhati-hati.

(Azka_joey)","2025-07-10T13:34:28.353382Z"
201,134,"1","2025-07-10T13:34:37.522210Z",487,1.0,"[{""start"":72,""end"":95,""text"":""engadilan negeri Sleman"",""labels"":[""LOC""]}]",8.39,"[Breaking News] 07:30 Info awal terjadi kecelakaan di perempatan dekat pengadilan negeri Sleman , sudah ada petugas TKP. 

Tetap hati hati di jalan ingat yang tersayang selalu menunggumu di rumah.

(marahmaraah) https://t.co/aaHXVpkIgQ","2025-07-10T13:34:37.522363Z"
209,135,"1","2025-07-10T13:34:50.348185Z",488,1.0,"[{""start"":31,""end"":50,""text"":""Karangturi Giwangan"",""labels"":[""LOC""]}]",12.112,"Pukul 22:20 Terjadi kecelakaan Karangturi Giwangan, Korban kakek kakek , sudah ada ambulan 

Tetap hati hati saat berkendara

(Novakarbowo44) https://t.co/SjGpvyVNuN","2025-07-10T13:34:50.348232Z"
210,136,"1","2025-07-10T13:35:02.776372Z",489,1.0,"",11.642,"Titip pesan min untuk para orang tua lebih hati² dalam memberikan ijin anaknya naik  motor,, kejadian tadi pagi,, anak smp bonceng tiga,, tanpa helm,, menghindari polisi,, sangat membahayakan pengguna jalan lain,,

Untung anak saya ga kenapa² di dalam mobil. Kalau terjadi kecelakaan,, pasti biasanya yang disalahin juga mobilnya kan,, terimakasih.

Sumber = dashcam 🙂🙏","2025-07-10T13:35:02.776419Z"
212,137,"1","2025-07-10T13:35:19.399003Z",490,1.0,"[{""start"":93,""end"":128,""text"":""perempatan Ringroad Kotagede-Pleret"",""labels"":[""LOC""]}]",15.933,"21:08 Min ada info laka kayaknya lumayan parah, sudah 2 ambulan merapat. Lokasi malam ini di perempatan Ringroad Kotagede-Pleret. Abaikan audio ya min, baru asumsi saja semoga tidak ada korban jiwa

(aditbudhii) https://t.co/NTOJnEBQme","2025-07-10T13:35:19.399082Z"
219,138,"1","2025-07-10T13:35:26.609677Z",491,1.0,"[{""start"":92,""end"":104,""text"":""jalan godean"",""labels"":[""LOC""]}]",6.472,"[Breaking News] 16:38 min, izin melaporkan. terjadi kecelakaan di dekat rumah saya (sekitar jalan godean) diduga karena jalannya licin akibat solar yang tumpah. 

(aw4som3) https://t.co/oabf0AhNg7","2025-07-10T13:35:26.609725Z"
226,139,"1","2025-07-10T13:35:38.719623Z",492,1.0,"[{""start"":41,""end"":51,""text"":""toko Mayar"",""labels"":[""LOC""]},{""start"":52,""end"":58,""text"":""bantul"",""labels"":[""LOC""]}]",11.375,"Halo min mau ngasih info, pohon di depan toko Mayar bantul langsung ditebas min https://t.co/xr1lalkT15","2025-07-10T13:35:38.719672Z"
232,140,"1","2025-07-10T13:35:45.561186Z",493,1.0,"[{""start"":16,""end"":29,""text"":"" jl magelang "",""labels"":[""LOC""]}]",5.985,"02:27 Kecelakaan jl magelang sebelum hotel grand serela min,
Info kronologi ditabrak mobil dari belakang, mobil bawa miras

Anonim ya min https://t.co/vHCXLVdmvF","2025-07-10T13:35:45.561235Z"
235,141,"1","2025-07-10T13:35:52.767256Z",494,1.0,"",6.489,"Goncengan 3,yg tengah kedua tangan dipegang kebelakang n pura2 teler.mereka maksudnya bcanda tp buat pengguna jln lain takut.ingat selalu utamakan selamat hati2 n tertib di jln

(gangsalwirajati) https://t.co/HFXZAktsjL","2025-07-10T13:35:52.767304Z"
238,142,"1","2025-07-10T13:36:04.939834Z",495,1.0,"[{""start"":92,""end"":98,""text"":""jakal "",""labels"":[""LOC""]}]",11.49,"Min mau cerita,
Kemarin kan suamiku mau berangkat kerja,kerjanya di salah satu hotel daerah jakal min
Pas berangkat kejatuhan pohon min,pohon tumbang di jalan bantul lebih tepatnya di depan toko mayar barat jalan min
Motor rusak min
Alhamdulillah suamiku luka ringan
Tp kata suami ibu""sekitar bilang itu pohon harusnya di tebang sudah di laporkan ke dinas lingkungan hidup bantul tp ngga ada respon
Saya sendiri jg bingung mau lapor kemana
Bukan masalah nominalnya tp tanggung jawabnya dari dinas terkait kenapa ngga ada respon
Terimakasih sebelumnya min

Kemarin sempat ada bpbd bantul tp juga lempar katane bukan ranah mereka,itu tanggung jawab dinas lingkungan hidup bantul min

(Sukmagaluhtunggularumanik)","2025-07-10T13:36:04.939880Z"
250,143,"1","2025-07-10T13:36:12.527941Z",496,1.0,"[{""start"":45,""end"":58,""text"":""jl Wates KM 8"",""labels"":[""LOC""]}]",6.816,"[Breaking News] 14:45 terjadi  kecelakaan di jl Wates KM 8, hindari jalan tersebut karena kemacetan lumayan panjang.

(Goioiooooo) https://t.co/vMNSh8CQFI","2025-07-10T13:36:12.527995Z"
255,144,"1","2025-07-10T13:36:30.192117Z",497,1.0,"[{""start"":118,""end"":132,""text"":""pantai ngungap"",""labels"":[""LOC""]},{""start"":133,""end"":145,""text"":""gunungkidul "",""labels"":[""LOC""]}]",16.94,"[Breaking News] Team sar melakukan evakuasi terhadap jaka prayitna yang ditemukan dalam kondisi henti nafas di tebing pantai ngungap gunungkidul yogyakarta.

Team sar menerjunkan 1 orang petugas untuk menurunu bukit, usai di evakuasi. Korban langsung dibawa ke rumah duka

(fokusgunungkidul)","2025-07-10T13:36:30.192195Z"
262,145,"1","2025-07-10T13:36:51.395075Z",498,1.0,"[{""start"":88,""end"":104,""text"":""ringroad selatan"",""labels"":[""LOC""]},{""start"":130,""end"":133,""text"":""UAD"",""labels"":[""LOC""]}]",20.47,"Min, mau cerita kejadian yg menimpaku jumat sore kemaren. 

Posisiku pulang kerja lewat ringroad selatan, nah pas di timur masjid UAD sekitar jam 18.00 WIB itu mau nyalip motor satu di depan tapi baru nganan dikit ternyata dr arah barat (belakang) ada motor kronjot lewat dan nyeret stang motorku jd aku kebanting kanan dan sempet keseret, alhamdulillah masih sadar tp patah tulang selangka.. trus tu motor kronjot tetep bablas, dah sempet dikejar tp gak ketangkap... 

Maturnuwun buat mas2 dan bapak2 yang udah bantuin sya malem itu

Himbauan aja buat para pengendara motor kronjot, lebih hati hati mengira ira ukuran bawaannya dan besarnya kronjot karena ternyata banyak cerita yg sama, ketabrak motor kronjot sampe jatuh dan patah tulang.

Tolong sembunyikan identitas saya ya min....

#Jogja #Yogyakarta #Merapi #merapiuncover
#merapinews","2025-07-10T13:36:51.395161Z"
264,146,"1","2025-07-10T13:37:06.373219Z",499,1.0,"[{""start"":42,""end"":55,""text"":""Jl. Srandakan"",""labels"":[""LOC""]},{""start"":74,""end"":91,""text"":""POM Pandak Bantul"",""labels"":[""LOC""]}]",14.217,"Menindak lanjuti kejadian laka tunggal di Jl. Srandakan tepatnya di barat POM Pandak Bantul. Korban mbak2 akibat aspal jalan bergelombang. Senin (7/7)

Polsek Pandak dan Unit Lantas Polres Bantul cek lokasi dan koordinasi dengan dinas terkait.

Dari Dinas terkait sudah memperbaiki jalan yang bergelombang. Selasa (8/7)

Semoga tidak ada lagi korban, dan kepada masyarakat dimohon berhati2 dalam berkendara, jaga konsentrasi dan kecepatan guna mencegah laka. | @inengahjeffry92","2025-07-10T13:37:06.373273Z"
271,147,"1","2025-07-10T13:37:17.118196Z",500,1.0,"[{""start"":37,""end"":62,""text"":""jalan semanu pracimantoro"",""labels"":[""LOC""]},{""start"":151,""end"":176,""text"":""jln semanu - pracimantoro"",""labels"":[""LOC""]}]",10.012,"[Breaking New] 10:55 terjadi laka di jalan semanu pracimantoro

Truk bermuatan pasir as roda nya putus lalu mundur dan terguling di tanjakan pokcucak (jln semanu - pracimantoro) sopir mandali tidak ada korban dan sekarang proses evakuasi

(Irvanpmbd) https://t.co/RhGkdMVw10","2025-07-10T13:37:17.118244Z"
274,148,"1","2025-07-10T13:37:32.845491Z",501,1.0,"[{""start"":40,""end"":55,""text"":""Candi Prambanan"",""labels"":[""LOC""]}]",14.968,"Kemegahan Merapi sebagai latar belakang Candi Prambanan

Instanusantara Upload Bersama

INUB 7 Juli 2025

(a4r_photography) https://t.co/tE31M8U2tX","2025-07-10T13:37:32.845541Z"
279,149,"1","2025-07-10T13:37:39.454534Z",502,1.0,"[{""start"":52,""end"":64,""text"":""SPBU Bugisan"",""labels"":[""LOC""]}]",5.78,"Pukul 23:32 terjadi kecelakaan (tabrakan ) di dekat SPBU Bugisan, motor membawa kaca dan menabrak mobil sedang parkir

(Gabril.s_) https://t.co/MhzdaWjiQT","2025-07-10T13:37:39.454583Z"
281,150,"1","2025-07-10T13:38:05.531880Z",503,1.0,"[{""start"":39,""end"":55,""text"":""ringroad selatan"",""labels"":[""LOC""]}]",25.331,"Hallo min menginformasikan kalau lewat ringroad selatan dari perempatan wojo arah ketimur harap hati2. Jalan berlubang, minim penerangan. Tadi sempat terjadi laka tunggal. Korban gojek. Alhamdulillah sudah terkondisikan

Monggo @pemkabbantul dibenakke dalane | @xiexieytta https://t.co/fG1nsDVcXk","2025-07-10T13:38:05.531962Z"
282,151,"1","2025-07-10T13:38:21.174088Z",504,1.0,"[{""start"":56,""end"":72,""text"":""jl.jend suprapto"",""labels"":[""LOC""]},{""start"":79,""end"":96,""text"":""hotel edu hostel "",""labels"":[""LOC""]}]",14.952,"Ijin lapor min 23.15 telah terjadi laka tunggal dijalan jl.jend suprapto depan hotel edu hostel , korban ibu2 akibat polisi tidur terlalu tinggi dan jalanan licin . Korban sudah dikondisikan oleh ambulance rs pku muhammadiyah, terimakasih min🙏

(Doniswn) https://t.co/bJpJf2E8JY","2025-07-10T13:38:21.174135Z"
